pid,z_start,z_end,path
052,152,182,/home/htang6/workspace/data/abdomen/preprocessed/052_Spleen.nrrd
101,169,204,/home/htang6/workspace/data/abdomen/preprocessed/101_Spleen.nrrd
PA013,52,89,/home/htang6/workspace/data/abdomen/preprocessed/PA013_Spleen.nrrd
PA002,88,121,/home/htang6/workspace/data/abdomen/preprocessed/PA002_Spleen.nrrd
PA033,19,64,/home/htang6/workspace/data/abdomen/preprocessed/PA033_Spleen.nrrd
112,139,166,/home/htang6/workspace/data/abdomen/preprocessed/112_Spleen.nrrd
035,51,75,/home/htang6/workspace/data/abdomen/preprocessed/035_Spleen.nrrd
106,145,174,/home/htang6/workspace/data/abdomen/preprocessed/106_Spleen.nrrd
055,151,183,/home/htang6/workspace/data/abdomen/preprocessed/055_Spleen.nrrd
021,157,200,/home/htang6/workspace/data/abdomen/preprocessed/021_Spleen.nrrd
118,140,176,/home/htang6/workspace/data/abdomen/preprocessed/118_Spleen.nrrd
PA048,81,112,/home/htang6/workspace/data/abdomen/preprocessed/PA048_Spleen.nrrd
060,148,177,/home/htang6/workspace/data/abdomen/preprocessed/060_Spleen.nrrd
PA008,16,34,/home/htang6/workspace/data/abdomen/preprocessed/PA008_Spleen.nrrd
104,142,185,/home/htang6/workspace/data/abdomen/preprocessed/104_Spleen.nrrd
137,48,91,/home/htang6/workspace/data/abdomen/preprocessed/137_Spleen.nrrd
PA058,52,95,/home/htang6/workspace/data/abdomen/preprocessed/PA058_Spleen.nrrd
028,28,73,/home/htang6/workspace/data/abdomen/preprocessed/028_Spleen.nrrd
PA055,55,91,/home/htang6/workspace/data/abdomen/preprocessed/PA055_Spleen.nrrd
125,49,81,/home/htang6/workspace/data/abdomen/preprocessed/125_Spleen.nrrd
133,48,91,/home/htang6/workspace/data/abdomen/preprocessed/133_Spleen.nrrd
094,34,78,/home/htang6/workspace/data/abdomen/preprocessed/094_Spleen.nrrd
016,139,164,/home/htang6/workspace/data/abdomen/preprocessed/016_Spleen.nrrd
056,27,65,/home/htang6/workspace/data/abdomen/preprocessed/056_Spleen.nrrd
098,42,73,/home/htang6/workspace/data/abdomen/preprocessed/098_Spleen.nrrd
PA007,51,89,/home/htang6/workspace/data/abdomen/preprocessed/PA007_Spleen.nrrd
040,145,175,/home/htang6/workspace/data/abdomen/preprocessed/040_Spleen.nrrd
PA022,99,131,/home/htang6/workspace/data/abdomen/preprocessed/PA022_Spleen.nrrd
037,130,164,/home/htang6/workspace/data/abdomen/preprocessed/037_Spleen.nrrd
PA028,65,104,/home/htang6/workspace/data/abdomen/preprocessed/PA028_Spleen.nrrd
012,54,105,/home/htang6/workspace/data/abdomen/preprocessed/012_Spleen.nrrd
PA045,132,171,/home/htang6/workspace/data/abdomen/preprocessed/PA045_Spleen.nrrd
141,68,101,/home/htang6/workspace/data/abdomen/preprocessed/141_Spleen.nrrd
PA012,35,72,/home/htang6/workspace/data/abdomen/preprocessed/PA012_Spleen.nrrd
149,151,190,/home/htang6/workspace/data/abdomen/preprocessed/149_Spleen.nrrd
PA014,54,79,/home/htang6/workspace/data/abdomen/preprocessed/PA014_Spleen.nrrd
050,46,84,/home/htang6/workspace/data/abdomen/preprocessed/050_Spleen.nrrd
058,57,91,/home/htang6/workspace/data/abdomen/preprocessed/058_Spleen.nrrd
099,56,75,/home/htang6/workspace/data/abdomen/preprocessed/099_Spleen.nrrd
045,219,264,/home/htang6/workspace/data/abdomen/preprocessed/045_Spleen.nrrd
020,167,202,/home/htang6/workspace/data/abdomen/preprocessed/020_Spleen.nrrd
109,122,160,/home/htang6/workspace/data/abdomen/preprocessed/109_Spleen.nrrd
003,46,68,/home/htang6/workspace/data/abdomen/preprocessed/003_Spleen.nrrd
PA051,76,108,/home/htang6/workspace/data/abdomen/preprocessed/PA051_Spleen.nrrd
019,75,115,/home/htang6/workspace/data/abdomen/preprocessed/019_Spleen.nrrd
126,145,166,/home/htang6/workspace/data/abdomen/preprocessed/126_Spleen.nrrd
025,56,77,/home/htang6/workspace/data/abdomen/preprocessed/025_Spleen.nrrd
114,156,192,/home/htang6/workspace/data/abdomen/preprocessed/114_Spleen.nrrd
PA049,74,121,/home/htang6/workspace/data/abdomen/preprocessed/PA049_Spleen.nrrd
007,164,210,/home/htang6/workspace/data/abdomen/preprocessed/007_Spleen.nrrd
005,44,87,/home/htang6/workspace/data/abdomen/preprocessed/005_Spleen.nrrd
117,169,196,/home/htang6/workspace/data/abdomen/preprocessed/117_Spleen.nrrd
PA005,37,65,/home/htang6/workspace/data/abdomen/preprocessed/PA005_Spleen.nrrd
033,54,92,/home/htang6/workspace/data/abdomen/preprocessed/033_Spleen.nrrd
024,50,98,/home/htang6/workspace/data/abdomen/preprocessed/024_Spleen.nrrd
088,148,182,/home/htang6/workspace/data/abdomen/preprocessed/088_Spleen.nrrd
PA041,41,66,/home/htang6/workspace/data/abdomen/preprocessed/PA041_Spleen.nrrd
PA015,40,73,/home/htang6/workspace/data/abdomen/preprocessed/PA015_Spleen.nrrd
053,48,91,/home/htang6/workspace/data/abdomen/preprocessed/053_Spleen.nrrd
127,143,193,/home/htang6/workspace/data/abdomen/preprocessed/127_Spleen.nrrd
142,56,97,/home/htang6/workspace/data/abdomen/preprocessed/142_Spleen.nrrd
PA035,249,281,/home/htang6/workspace/data/abdomen/preprocessed/PA035_Spleen.nrrd
PA050,64,84,/home/htang6/workspace/data/abdomen/preprocessed/PA050_Spleen.nrrd
042,82,105,/home/htang6/workspace/data/abdomen/preprocessed/042_Spleen.nrrd
063,152,175,/home/htang6/workspace/data/abdomen/preprocessed/063_Spleen.nrrd
131,41,80,/home/htang6/workspace/data/abdomen/preprocessed/131_Spleen.nrrd
093,51,92,/home/htang6/workspace/data/abdomen/preprocessed/093_Spleen.nrrd
PA021,37,77,/home/htang6/workspace/data/abdomen/preprocessed/PA021_Spleen.nrrd
120,33,62,/home/htang6/workspace/data/abdomen/preprocessed/120_Spleen.nrrd
008,165,196,/home/htang6/workspace/data/abdomen/preprocessed/008_Spleen.nrrd
023,130,165,/home/htang6/workspace/data/abdomen/preprocessed/023_Spleen.nrrd
043,56,93,/home/htang6/workspace/data/abdomen/preprocessed/043_Spleen.nrrd
086,77,122,/home/htang6/workspace/data/abdomen/preprocessed/086_Spleen.nrrd
PA034,46,93,/home/htang6/workspace/data/abdomen/preprocessed/PA034_Spleen.nrrd
PA004,103,145,/home/htang6/workspace/data/abdomen/preprocessed/PA004_Spleen.nrrd
121,55,89,/home/htang6/workspace/data/abdomen/preprocessed/121_Spleen.nrrd
096,60,105,/home/htang6/workspace/data/abdomen/preprocessed/096_Spleen.nrrd
032,57,96,/home/htang6/workspace/data/abdomen/preprocessed/032_Spleen.nrrd
015,69,97,/home/htang6/workspace/data/abdomen/preprocessed/015_Spleen.nrrd
057,146,178,/home/htang6/workspace/data/abdomen/preprocessed/057_Spleen.nrrd
116,146,171,/home/htang6/workspace/data/abdomen/preprocessed/116_Spleen.nrrd
PA017,69,91,/home/htang6/workspace/data/abdomen/preprocessed/PA017_Spleen.nrrd
100,101,135,/home/htang6/workspace/data/abdomen/preprocessed/100_Spleen.nrrd
PA031,40,61,/home/htang6/workspace/data/abdomen/preprocessed/PA031_Spleen.nrrd
130,161,192,/home/htang6/workspace/data/abdomen/preprocessed/130_Spleen.nrrd
102,42,81,/home/htang6/workspace/data/abdomen/preprocessed/102_Spleen.nrrd
010,45,72,/home/htang6/workspace/data/abdomen/preprocessed/010_Spleen.nrrd
087,55,105,/home/htang6/workspace/data/abdomen/preprocessed/087_Spleen.nrrd
PA011,29,87,/home/htang6/workspace/data/abdomen/preprocessed/PA011_Spleen.nrrd
039,117,146,/home/htang6/workspace/data/abdomen/preprocessed/039_Spleen.nrrd
061,62,121,/home/htang6/workspace/data/abdomen/preprocessed/061_Spleen.nrrd
136,152,193,/home/htang6/workspace/data/abdomen/preprocessed/136_Spleen.nrrd
PA027,53,80,/home/htang6/workspace/data/abdomen/preprocessed/PA027_Spleen.nrrd
049,149,184,/home/htang6/workspace/data/abdomen/preprocessed/049_Spleen.nrrd
145,99,125,/home/htang6/workspace/data/abdomen/preprocessed/145_Spleen.nrrd
030,17,86,/home/htang6/workspace/data/abdomen/preprocessed/030_Spleen.nrrd
092,161,194,/home/htang6/workspace/data/abdomen/preprocessed/092_Spleen.nrrd
134,177,216,/home/htang6/workspace/data/abdomen/preprocessed/134_Spleen.nrrd
011,29,61,/home/htang6/workspace/data/abdomen/preprocessed/011_Spleen.nrrd
064,139,165,/home/htang6/workspace/data/abdomen/preprocessed/064_Spleen.nrrd
