pid,z_start,z_end,path
041,144,182,/home/htang6/workspace/data/abdomen/preprocessed/041_Pancreas.nrrd
039,92,122,/home/htang6/workspace/data/abdomen/preprocessed/039_Pancreas.nrrd
051,82,112,/home/htang6/workspace/data/abdomen/preprocessed/051_Pancreas.nrrd
PA025,36,62,/home/htang6/workspace/data/abdomen/preprocessed/PA025_Pancreas.nrrd
PA020,120,124,/home/htang6/workspace/data/abdomen/preprocessed/PA020_Pancreas.nrrd
109,119,141,/home/htang6/workspace/data/abdomen/preprocessed/109_Pancreas.nrrd
104,137,162,/home/htang6/workspace/data/abdomen/preprocessed/104_Pancreas.nrrd
PA014,42,58,/home/htang6/workspace/data/abdomen/preprocessed/PA014_Pancreas.nrrd
111,22,50,/home/htang6/workspace/data/abdomen/preprocessed/111_Pancreas.nrrd
101,147,187,/home/htang6/workspace/data/abdomen/preprocessed/101_Pancreas.nrrd
128,129,155,/home/htang6/workspace/data/abdomen/preprocessed/128_Pancreas.nrrd
027,119,150,/home/htang6/workspace/data/abdomen/preprocessed/027_Pancreas.nrrd
PA021,27,59,/home/htang6/workspace/data/abdomen/preprocessed/PA021_Pancreas.nrrd
PA017,39,72,/home/htang6/workspace/data/abdomen/preprocessed/PA017_Pancreas.nrrd
010,28,57,/home/htang6/workspace/data/abdomen/preprocessed/010_Pancreas.nrrd
095,143,176,/home/htang6/workspace/data/abdomen/preprocessed/095_Pancreas.nrrd
PA035,226,265,/home/htang6/workspace/data/abdomen/preprocessed/PA035_Pancreas.nrrd
026,116,147,/home/htang6/workspace/data/abdomen/preprocessed/026_Pancreas.nrrd
116,124,160,/home/htang6/workspace/data/abdomen/preprocessed/116_Pancreas.nrrd
PA058,44,69,/home/htang6/workspace/data/abdomen/preprocessed/PA058_Pancreas.nrrd
047,135,165,/home/htang6/workspace/data/abdomen/preprocessed/047_Pancreas.nrrd
045,220,243,/home/htang6/workspace/data/abdomen/preprocessed/045_Pancreas.nrrd
065,143,169,/home/htang6/workspace/data/abdomen/preprocessed/065_Pancreas.nrrd
053,33,69,/home/htang6/workspace/data/abdomen/preprocessed/053_Pancreas.nrrd
035,20,59,/home/htang6/workspace/data/abdomen/preprocessed/035_Pancreas.nrrd
048,146,173,/home/htang6/workspace/data/abdomen/preprocessed/048_Pancreas.nrrd
043,45,79,/home/htang6/workspace/data/abdomen/preprocessed/043_Pancreas.nrrd
PA015,31,57,/home/htang6/workspace/data/abdomen/preprocessed/PA015_Pancreas.nrrd
119,38,72,/home/htang6/workspace/data/abdomen/preprocessed/119_Pancreas.nrrd
091,27,79,/home/htang6/workspace/data/abdomen/preprocessed/091_Pancreas.nrrd
PA045,122,155,/home/htang6/workspace/data/abdomen/preprocessed/PA045_Pancreas.nrrd
024,43,73,/home/htang6/workspace/data/abdomen/preprocessed/024_Pancreas.nrrd
003,40,62,/home/htang6/workspace/data/abdomen/preprocessed/003_Pancreas.nrrd
012,40,79,/home/htang6/workspace/data/abdomen/preprocessed/012_Pancreas.nrrd
036,126,161,/home/htang6/workspace/data/abdomen/preprocessed/036_Pancreas.nrrd
004,18,59,/home/htang6/workspace/data/abdomen/preprocessed/004_Pancreas.nrrd
008,150,178,/home/htang6/workspace/data/abdomen/preprocessed/008_Pancreas.nrrd
113,103,133,/home/htang6/workspace/data/abdomen/preprocessed/113_Pancreas.nrrd
124,42,74,/home/htang6/workspace/data/abdomen/preprocessed/124_Pancreas.nrrd
014,176,205,/home/htang6/workspace/data/abdomen/preprocessed/014_Pancreas.nrrd
094,19,54,/home/htang6/workspace/data/abdomen/preprocessed/094_Pancreas.nrrd
031,122,157,/home/htang6/workspace/data/abdomen/preprocessed/031_Pancreas.nrrd
130,142,172,/home/htang6/workspace/data/abdomen/preprocessed/130_Pancreas.nrrd
046,137,165,/home/htang6/workspace/data/abdomen/preprocessed/046_Pancreas.nrrd
064,132,152,/home/htang6/workspace/data/abdomen/preprocessed/064_Pancreas.nrrd
115,37,69,/home/htang6/workspace/data/abdomen/preprocessed/115_Pancreas.nrrd
PA007,54,63,/home/htang6/workspace/data/abdomen/preprocessed/PA007_Pancreas.nrrd
097,33,64,/home/htang6/workspace/data/abdomen/preprocessed/097_Pancreas.nrrd
105,129,159,/home/htang6/workspace/data/abdomen/preprocessed/105_Pancreas.nrrd
PA023,30,61,/home/htang6/workspace/data/abdomen/preprocessed/PA023_Pancreas.nrrd
136,129,166,/home/htang6/workspace/data/abdomen/preprocessed/136_Pancreas.nrrd
129,132,166,/home/htang6/workspace/data/abdomen/preprocessed/129_Pancreas.nrrd
100,92,113,/home/htang6/workspace/data/abdomen/preprocessed/100_Pancreas.nrrd
135,133,163,/home/htang6/workspace/data/abdomen/preprocessed/135_Pancreas.nrrd
088,130,168,/home/htang6/workspace/data/abdomen/preprocessed/088_Pancreas.nrrd
122,79,121,/home/htang6/workspace/data/abdomen/preprocessed/122_Pancreas.nrrd
016,120,146,/home/htang6/workspace/data/abdomen/preprocessed/016_Pancreas.nrrd
096,44,92,/home/htang6/workspace/data/abdomen/preprocessed/096_Pancreas.nrrd
054,137,151,/home/htang6/workspace/data/abdomen/preprocessed/054_Pancreas.nrrd
143,146,181,/home/htang6/workspace/data/abdomen/preprocessed/143_Pancreas.nrrd
060,125,169,/home/htang6/workspace/data/abdomen/preprocessed/060_Pancreas.nrrd
013,47,88,/home/htang6/workspace/data/abdomen/preprocessed/013_Pancreas.nrrd
034,148,178,/home/htang6/workspace/data/abdomen/preprocessed/034_Pancreas.nrrd
149,136,170,/home/htang6/workspace/data/abdomen/preprocessed/149_Pancreas.nrrd
112,132,155,/home/htang6/workspace/data/abdomen/preprocessed/112_Pancreas.nrrd
002,142,165,/home/htang6/workspace/data/abdomen/preprocessed/002_Pancreas.nrrd
144,33,54,/home/htang6/workspace/data/abdomen/preprocessed/144_Pancreas.nrrd
PA049,76,102,/home/htang6/workspace/data/abdomen/preprocessed/PA049_Pancreas.nrrd
085,144,186,/home/htang6/workspace/data/abdomen/preprocessed/085_Pancreas.nrrd
009,120,158,/home/htang6/workspace/data/abdomen/preprocessed/009_Pancreas.nrrd
PA008,8,27,/home/htang6/workspace/data/abdomen/preprocessed/PA008_Pancreas.nrrd
PA013,42,70,/home/htang6/workspace/data/abdomen/preprocessed/PA013_Pancreas.nrrd
021,138,179,/home/htang6/workspace/data/abdomen/preprocessed/021_Pancreas.nrrd
PA022,70,102,/home/htang6/workspace/data/abdomen/preprocessed/PA022_Pancreas.nrrd
PA032,31,54,/home/htang6/workspace/data/abdomen/preprocessed/PA032_Pancreas.nrrd
PA034,51,76,/home/htang6/workspace/data/abdomen/preprocessed/PA034_Pancreas.nrrd
PA029,50,55,/home/htang6/workspace/data/abdomen/preprocessed/PA029_Pancreas.nrrd
PA016,90,97,/home/htang6/workspace/data/abdomen/preprocessed/PA016_Pancreas.nrrd
098,28,52,/home/htang6/workspace/data/abdomen/preprocessed/098_Pancreas.nrrd
017,44,88,/home/htang6/workspace/data/abdomen/preprocessed/017_Pancreas.nrrd
110,123,152,/home/htang6/workspace/data/abdomen/preprocessed/110_Pancreas.nrrd
005,28,51,/home/htang6/workspace/data/abdomen/preprocessed/005_Pancreas.nrrd
PA055,43,71,/home/htang6/workspace/data/abdomen/preprocessed/PA055_Pancreas.nrrd
084,32,63,/home/htang6/workspace/data/abdomen/preprocessed/084_Pancreas.nrrd
038,40,73,/home/htang6/workspace/data/abdomen/preprocessed/038_Pancreas.nrrd
107,32,66,/home/htang6/workspace/data/abdomen/preprocessed/107_Pancreas.nrrd
059,124,153,/home/htang6/workspace/data/abdomen/preprocessed/059_Pancreas.nrrd
