pid,z_start,z_end,path
095,170,199,/home/htang6/workspace/data/abdomen/preprocessed/095_Stomach.nrrd
143,171,203,/home/htang6/workspace/data/abdomen/preprocessed/143_Stomach.nrrd
PA024,64,115,/home/htang6/workspace/data/abdomen/preprocessed/PA024_Stomach.nrrd
035,48,70,/home/htang6/workspace/data/abdomen/preprocessed/035_Stomach.nrrd
131,24,78,/home/htang6/workspace/data/abdomen/preprocessed/131_Stomach.nrrd
039,109,138,/home/htang6/workspace/data/abdomen/preprocessed/039_Stomach.nrrd
141,65,100,/home/htang6/workspace/data/abdomen/preprocessed/141_Stomach.nrrd
013,73,116,/home/htang6/workspace/data/abdomen/preprocessed/013_Stomach.nrrd
058,32,105,/home/htang6/workspace/data/abdomen/preprocessed/058_Stomach.nrrd
024,62,97,/home/htang6/workspace/data/abdomen/preprocessed/024_Stomach.nrrd
PA055,53,88,/home/htang6/workspace/data/abdomen/preprocessed/PA055_Stomach.nrrd
090,71,113,/home/htang6/workspace/data/abdomen/preprocessed/090_Stomach.nrrd
PA052,44,78,/home/htang6/workspace/data/abdomen/preprocessed/PA052_Stomach.nrrd
PA054,69,102,/home/htang6/workspace/data/abdomen/preprocessed/PA054_Stomach.nrrd
112,133,165,/home/htang6/workspace/data/abdomen/preprocessed/112_Stomach.nrrd
PA048,74,113,/home/htang6/workspace/data/abdomen/preprocessed/PA048_Stomach.nrrd
109,112,173,/home/htang6/workspace/data/abdomen/preprocessed/109_Stomach.nrrd
PA012,18,65,/home/htang6/workspace/data/abdomen/preprocessed/PA012_Stomach.nrrd
134,187,216,/home/htang6/workspace/data/abdomen/preprocessed/134_Stomach.nrrd
063,137,179,/home/htang6/workspace/data/abdomen/preprocessed/063_Stomach.nrrd
011,20,60,/home/htang6/workspace/data/abdomen/preprocessed/011_Stomach.nrrd
033,50,90,/home/htang6/workspace/data/abdomen/preprocessed/033_Stomach.nrrd
138,41,86,/home/htang6/workspace/data/abdomen/preprocessed/138_Stomach.nrrd
008,160,197,/home/htang6/workspace/data/abdomen/preprocessed/008_Stomach.nrrd
PA014,35,77,/home/htang6/workspace/data/abdomen/preprocessed/PA014_Stomach.nrrd
019,73,105,/home/htang6/workspace/data/abdomen/preprocessed/019_Stomach.nrrd
PA007,58,87,/home/htang6/workspace/data/abdomen/preprocessed/PA007_Stomach.nrrd
040,138,180,/home/htang6/workspace/data/abdomen/preprocessed/040_Stomach.nrrd
089,152,181,/home/htang6/workspace/data/abdomen/preprocessed/089_Stomach.nrrd
015,54,84,/home/htang6/workspace/data/abdomen/preprocessed/015_Stomach.nrrd
023,120,163,/home/htang6/workspace/data/abdomen/preprocessed/023_Stomach.nrrd
PA032,33,77,/home/htang6/workspace/data/abdomen/preprocessed/PA032_Stomach.nrrd
118,123,181,/home/htang6/workspace/data/abdomen/preprocessed/118_Stomach.nrrd
PA025,43,87,/home/htang6/workspace/data/abdomen/preprocessed/PA025_Stomach.nrrd
PA009,96,147,/home/htang6/workspace/data/abdomen/preprocessed/PA009_Stomach.nrrd
147,61,100,/home/htang6/workspace/data/abdomen/preprocessed/147_Stomach.nrrd
146,24,58,/home/htang6/workspace/data/abdomen/preprocessed/146_Stomach.nrrd
PA015,22,70,/home/htang6/workspace/data/abdomen/preprocessed/PA015_Stomach.nrrd
097,38,80,/home/htang6/workspace/data/abdomen/preprocessed/097_Stomach.nrrd
PA056,75,107,/home/htang6/workspace/data/abdomen/preprocessed/PA056_Stomach.nrrd
124,46,93,/home/htang6/workspace/data/abdomen/preprocessed/124_Stomach.nrrd
PA058,58,99,/home/htang6/workspace/data/abdomen/preprocessed/PA058_Stomach.nrrd
091,45,99,/home/htang6/workspace/data/abdomen/preprocessed/091_Stomach.nrrd
007,192,209,/home/htang6/workspace/data/abdomen/preprocessed/007_Stomach.nrrd
003,49,73,/home/htang6/workspace/data/abdomen/preprocessed/003_Stomach.nrrd
PA041,24,64,/home/htang6/workspace/data/abdomen/preprocessed/PA041_Stomach.nrrd
043,56,102,/home/htang6/workspace/data/abdomen/preprocessed/043_Stomach.nrrd
121,72,161,/home/htang6/workspace/data/abdomen/preprocessed/121_Stomach.nrrd
094,36,88,/home/htang6/workspace/data/abdomen/preprocessed/094_Stomach.nrrd
056,22,85,/home/htang6/workspace/data/abdomen/preprocessed/056_Stomach.nrrd
115,50,84,/home/htang6/workspace/data/abdomen/preprocessed/115_Stomach.nrrd
047,129,183,/home/htang6/workspace/data/abdomen/preprocessed/047_Stomach.nrrd
PA057,45,77,/home/htang6/workspace/data/abdomen/preprocessed/PA057_Stomach.nrrd
009,131,171,/home/htang6/workspace/data/abdomen/preprocessed/009_Stomach.nrrd
PA044,53,111,/home/htang6/workspace/data/abdomen/preprocessed/PA044_Stomach.nrrd
120,38,62,/home/htang6/workspace/data/abdomen/preprocessed/120_Stomach.nrrd
114,144,190,/home/htang6/workspace/data/abdomen/preprocessed/114_Stomach.nrrd
PA034,58,91,/home/htang6/workspace/data/abdomen/preprocessed/PA034_Stomach.nrrd
086,74,114,/home/htang6/workspace/data/abdomen/preprocessed/086_Stomach.nrrd
135,152,178,/home/htang6/workspace/data/abdomen/preprocessed/135_Stomach.nrrd
PA038,82,95,/home/htang6/workspace/data/abdomen/preprocessed/PA038_Stomach.nrrd
107,54,78,/home/htang6/workspace/data/abdomen/preprocessed/107_Stomach.nrrd
PA053,50,90,/home/htang6/workspace/data/abdomen/preprocessed/PA053_Stomach.nrrd
014,194,221,/home/htang6/workspace/data/abdomen/preprocessed/014_Stomach.nrrd
064,132,165,/home/htang6/workspace/data/abdomen/preprocessed/064_Stomach.nrrd
104,138,188,/home/htang6/workspace/data/abdomen/preprocessed/104_Stomach.nrrd
PA031,20,59,/home/htang6/workspace/data/abdomen/preprocessed/PA031_Stomach.nrrd
PA011,22,84,/home/htang6/workspace/data/abdomen/preprocessed/PA011_Stomach.nrrd
050,51,86,/home/htang6/workspace/data/abdomen/preprocessed/050_Stomach.nrrd
034,175,197,/home/htang6/workspace/data/abdomen/preprocessed/034_Stomach.nrrd
111,34,63,/home/htang6/workspace/data/abdomen/preprocessed/111_Stomach.nrrd
PA019,81,124,/home/htang6/workspace/data/abdomen/preprocessed/PA019_Stomach.nrrd
PA046,65,85,/home/htang6/workspace/data/abdomen/preprocessed/PA046_Stomach.nrrd
057,158,191,/home/htang6/workspace/data/abdomen/preprocessed/057_Stomach.nrrd
