pid,z_start,z_end,path
040,155,163,/home/htang6/workspace/data/abdomen/preprocessed/040_Gallbladder.nrrd
PA011,50,59,/home/htang6/workspace/data/abdomen/preprocessed/PA011_Gallbladder.nrrd
006,109,122,/home/htang6/workspace/data/abdomen/preprocessed/006_Gallbladder.nrrd
116,144,156,/home/htang6/workspace/data/abdomen/preprocessed/116_Gallbladder.nrrd
112,128,148,/home/htang6/workspace/data/abdomen/preprocessed/112_Gallbladder.nrrd
034,179,187,/home/htang6/workspace/data/abdomen/preprocessed/034_Gallbladder.nrrd
065,162,172,/home/htang6/workspace/data/abdomen/preprocessed/065_Gallbladder.nrrd
PA004,100,119,/home/htang6/workspace/data/abdomen/preprocessed/PA004_Gallbladder.nrrd
020,190,199,/home/htang6/workspace/data/abdomen/preprocessed/020_Gallbladder.nrrd
PA057,41,54,/home/htang6/workspace/data/abdomen/preprocessed/PA057_Gallbladder.nrrd
029,49,69,/home/htang6/workspace/data/abdomen/preprocessed/029_Gallbladder.nrrd
027,139,149,/home/htang6/workspace/data/abdomen/preprocessed/027_Gallbladder.nrrd
PA036,134,147,/home/htang6/workspace/data/abdomen/preprocessed/PA036_Gallbladder.nrrd
013,66,76,/home/htang6/workspace/data/abdomen/preprocessed/013_Gallbladder.nrrd
PA017,63,69,/home/htang6/workspace/data/abdomen/preprocessed/PA017_Gallbladder.nrrd
PA032,50,55,/home/htang6/workspace/data/abdomen/preprocessed/PA032_Gallbladder.nrrd
092,162,175,/home/htang6/workspace/data/abdomen/preprocessed/092_Gallbladder.nrrd
PA034,82,89,/home/htang6/workspace/data/abdomen/preprocessed/PA034_Gallbladder.nrrd
056,31,48,/home/htang6/workspace/data/abdomen/preprocessed/056_Gallbladder.nrrd
042,59,80,/home/htang6/workspace/data/abdomen/preprocessed/042_Gallbladder.nrrd
126,152,160,/home/htang6/workspace/data/abdomen/preprocessed/126_Gallbladder.nrrd
PA051,62,84,/home/htang6/workspace/data/abdomen/preprocessed/PA051_Gallbladder.nrrd
084,47,62,/home/htang6/workspace/data/abdomen/preprocessed/084_Gallbladder.nrrd
032,61,72,/home/htang6/workspace/data/abdomen/preprocessed/032_Gallbladder.nrrd
PA041,28,48,/home/htang6/workspace/data/abdomen/preprocessed/PA041_Gallbladder.nrrd
114,153,167,/home/htang6/workspace/data/abdomen/preprocessed/114_Gallbladder.nrrd
028,28,49,/home/htang6/workspace/data/abdomen/preprocessed/028_Gallbladder.nrrd
021,162,172,/home/htang6/workspace/data/abdomen/preprocessed/021_Gallbladder.nrrd
119,56,65,/home/htang6/workspace/data/abdomen/preprocessed/119_Gallbladder.nrrd
091,35,53,/home/htang6/workspace/data/abdomen/preprocessed/091_Gallbladder.nrrd
115,31,54,/home/htang6/workspace/data/abdomen/preprocessed/115_Gallbladder.nrrd
PA035,267,283,/home/htang6/workspace/data/abdomen/preprocessed/PA035_Gallbladder.nrrd
PA058,54,64,/home/htang6/workspace/data/abdomen/preprocessed/PA058_Gallbladder.nrrd
PA030,62,74,/home/htang6/workspace/data/abdomen/preprocessed/PA030_Gallbladder.nrrd
099,42,55,/home/htang6/workspace/data/abdomen/preprocessed/099_Gallbladder.nrrd
087,43,55,/home/htang6/workspace/data/abdomen/preprocessed/087_Gallbladder.nrrd
090,84,101,/home/htang6/workspace/data/abdomen/preprocessed/090_Gallbladder.nrrd
149,161,169,/home/htang6/workspace/data/abdomen/preprocessed/149_Gallbladder.nrrd
085,160,167,/home/htang6/workspace/data/abdomen/preprocessed/085_Gallbladder.nrrd
PA027,42,63,/home/htang6/workspace/data/abdomen/preprocessed/PA027_Gallbladder.nrrd
118,141,151,/home/htang6/workspace/data/abdomen/preprocessed/118_Gallbladder.nrrd
036,151,161,/home/htang6/workspace/data/abdomen/preprocessed/036_Gallbladder.nrrd
057,165,169,/home/htang6/workspace/data/abdomen/preprocessed/057_Gallbladder.nrrd
023,126,139,/home/htang6/workspace/data/abdomen/preprocessed/023_Gallbladder.nrrd
PA025,55,59,/home/htang6/workspace/data/abdomen/preprocessed/PA025_Gallbladder.nrrd
058,33,46,/home/htang6/workspace/data/abdomen/preprocessed/058_Gallbladder.nrrd
125,67,75,/home/htang6/workspace/data/abdomen/preprocessed/125_Gallbladder.nrrd
017,63,79,/home/htang6/workspace/data/abdomen/preprocessed/017_Gallbladder.nrrd
046,147,163,/home/htang6/workspace/data/abdomen/preprocessed/046_Gallbladder.nrrd
129,150,159,/home/htang6/workspace/data/abdomen/preprocessed/129_Gallbladder.nrrd
131,31,53,/home/htang6/workspace/data/abdomen/preprocessed/131_Gallbladder.nrrd
095,178,189,/home/htang6/workspace/data/abdomen/preprocessed/095_Gallbladder.nrrd
PA056,68,86,/home/htang6/workspace/data/abdomen/preprocessed/PA056_Gallbladder.nrrd
106,123,153,/home/htang6/workspace/data/abdomen/preprocessed/106_Gallbladder.nrrd
026,124,135,/home/htang6/workspace/data/abdomen/preprocessed/026_Gallbladder.nrrd
150,169,180,/home/htang6/workspace/data/abdomen/preprocessed/150_Gallbladder.nrrd
PA015,28,50,/home/htang6/workspace/data/abdomen/preprocessed/PA015_Gallbladder.nrrd
142,80,92,/home/htang6/workspace/data/abdomen/preprocessed/142_Gallbladder.nrrd
PA003,60,71,/home/htang6/workspace/data/abdomen/preprocessed/PA003_Gallbladder.nrrd
PA026,33,44,/home/htang6/workspace/data/abdomen/preprocessed/PA026_Gallbladder.nrrd
PA050,35,54,/home/htang6/workspace/data/abdomen/preprocessed/PA050_Gallbladder.nrrd
PA040,74,83,/home/htang6/workspace/data/abdomen/preprocessed/PA040_Gallbladder.nrrd
120,61,70,/home/htang6/workspace/data/abdomen/preprocessed/120_Gallbladder.nrrd
143,164,177,/home/htang6/workspace/data/abdomen/preprocessed/143_Gallbladder.nrrd
030,38,76,/home/htang6/workspace/data/abdomen/preprocessed/030_Gallbladder.nrrd
PA031,20,28,/home/htang6/workspace/data/abdomen/preprocessed/PA031_Gallbladder.nrrd
039,106,118,/home/htang6/workspace/data/abdomen/preprocessed/039_Gallbladder.nrrd
009,145,150,/home/htang6/workspace/data/abdomen/preprocessed/009_Gallbladder.nrrd
136,161,165,/home/htang6/workspace/data/abdomen/preprocessed/136_Gallbladder.nrrd
144,38,51,/home/htang6/workspace/data/abdomen/preprocessed/144_Gallbladder.nrrd
100,100,116,/home/htang6/workspace/data/abdomen/preprocessed/100_Gallbladder.nrrd
PA043,36,54,/home/htang6/workspace/data/abdomen/preprocessed/PA043_Gallbladder.nrrd
024,73,83,/home/htang6/workspace/data/abdomen/preprocessed/024_Gallbladder.nrrd
004,44,50,/home/htang6/workspace/data/abdomen/preprocessed/004_Gallbladder.nrrd
PA045,137,154,/home/htang6/workspace/data/abdomen/preprocessed/PA045_Gallbladder.nrrd
PA055,57,69,/home/htang6/workspace/data/abdomen/preprocessed/PA055_Gallbladder.nrrd
064,126,148,/home/htang6/workspace/data/abdomen/preprocessed/064_Gallbladder.nrrd
145,89,102,/home/htang6/workspace/data/abdomen/preprocessed/145_Gallbladder.nrrd
086,85,101,/home/htang6/workspace/data/abdomen/preprocessed/086_Gallbladder.nrrd
061,80,98,/home/htang6/workspace/data/abdomen/preprocessed/061_Gallbladder.nrrd
048,167,178,/home/htang6/workspace/data/abdomen/preprocessed/048_Gallbladder.nrrd
137,69,86,/home/htang6/workspace/data/abdomen/preprocessed/137_Gallbladder.nrrd
PA042,28,43,/home/htang6/workspace/data/abdomen/preprocessed/PA042_Gallbladder.nrrd
059,150,156,/home/htang6/workspace/data/abdomen/preprocessed/059_Gallbladder.nrrd
117,163,175,/home/htang6/workspace/data/abdomen/preprocessed/117_Gallbladder.nrrd
140,161,173,/home/htang6/workspace/data/abdomen/preprocessed/140_Gallbladder.nrrd
PA024,75,102,/home/htang6/workspace/data/abdomen/preprocessed/PA024_Gallbladder.nrrd
PA013,74,82,/home/htang6/workspace/data/abdomen/preprocessed/PA013_Gallbladder.nrrd
133,52,62,/home/htang6/workspace/data/abdomen/preprocessed/133_Gallbladder.nrrd
PA028,62,71,/home/htang6/workspace/data/abdomen/preprocessed/PA028_Gallbladder.nrrd
107,51,65,/home/htang6/workspace/data/abdomen/preprocessed/107_Gallbladder.nrrd
050,48,61,/home/htang6/workspace/data/abdomen/preprocessed/050_Gallbladder.nrrd
047,145,166,/home/htang6/workspace/data/abdomen/preprocessed/047_Gallbladder.nrrd
044,50,61,/home/htang6/workspace/data/abdomen/preprocessed/044_Gallbladder.nrrd
PA019,100,110,/home/htang6/workspace/data/abdomen/preprocessed/PA019_Gallbladder.nrrd
PA046,52,70,/home/htang6/workspace/data/abdomen/preprocessed/PA046_Gallbladder.nrrd
PA054,65,78,/home/htang6/workspace/data/abdomen/preprocessed/PA054_Gallbladder.nrrd
102,43,61,/home/htang6/workspace/data/abdomen/preprocessed/102_Gallbladder.nrrd
098,26,49,/home/htang6/workspace/data/abdomen/preprocessed/098_Gallbladder.nrrd
135,154,164,/home/htang6/workspace/data/abdomen/preprocessed/135_Gallbladder.nrrd
016,109,137,/home/htang6/workspace/data/abdomen/preprocessed/016_Gallbladder.nrrd
055,146,158,/home/htang6/workspace/data/abdomen/preprocessed/055_Gallbladder.nrrd
PA002,85,91,/home/htang6/workspace/data/abdomen/preprocessed/PA002_Gallbladder.nrrd
127,149,164,/home/htang6/workspace/data/abdomen/preprocessed/127_Gallbladder.nrrd
109,141,148,/home/htang6/workspace/data/abdomen/preprocessed/109_Gallbladder.nrrd
132,178,189,/home/htang6/workspace/data/abdomen/preprocessed/132_Gallbladder.nrrd
093,72,82,/home/htang6/workspace/data/abdomen/preprocessed/093_Gallbladder.nrrd
128,156,163,/home/htang6/workspace/data/abdomen/preprocessed/128_Gallbladder.nrrd
037,133,145,/home/htang6/workspace/data/abdomen/preprocessed/037_Gallbladder.nrrd
096,62,80,/home/htang6/workspace/data/abdomen/preprocessed/096_Gallbladder.nrrd
139,136,152,/home/htang6/workspace/data/abdomen/preprocessed/139_Gallbladder.nrrd
PA033,15,30,/home/htang6/workspace/data/abdomen/preprocessed/PA033_Gallbladder.nrrd
041,171,182,/home/htang6/workspace/data/abdomen/preprocessed/041_Gallbladder.nrrd
014,196,208,/home/htang6/workspace/data/abdomen/preprocessed/014_Gallbladder.nrrd
PA053,60,73,/home/htang6/workspace/data/abdomen/preprocessed/PA053_Gallbladder.nrrd
PA005,34,46,/home/htang6/workspace/data/abdomen/preprocessed/PA005_Gallbladder.nrrd
130,168,178,/home/htang6/workspace/data/abdomen/preprocessed/130_Gallbladder.nrrd
108,148,165,/home/htang6/workspace/data/abdomen/preprocessed/108_Gallbladder.nrrd
113,106,125,/home/htang6/workspace/data/abdomen/preprocessed/113_Gallbladder.nrrd
002,163,169,/home/htang6/workspace/data/abdomen/preprocessed/002_Gallbladder.nrrd
104,144,154,/home/htang6/workspace/data/abdomen/preprocessed/104_Gallbladder.nrrd
053,53,70,/home/htang6/workspace/data/abdomen/preprocessed/053_Gallbladder.nrrd
PA048,71,92,/home/htang6/workspace/data/abdomen/preprocessed/PA048_Gallbladder.nrrd
010,37,50,/home/htang6/workspace/data/abdomen/preprocessed/010_Gallbladder.nrrd
PA037,160,173,/home/htang6/workspace/data/abdomen/preprocessed/PA037_Gallbladder.nrrd
015,61,74,/home/htang6/workspace/data/abdomen/preprocessed/015_Gallbladder.nrrd
PA010,57,62,/home/htang6/workspace/data/abdomen/preprocessed/PA010_Gallbladder.nrrd
