pid,z_start,z_end,path
146,0,106,/home/htang6/workspace/data/abdomen/preprocessed/146_Spinal Cord.nrrd
PA045,84,196,/home/htang6/workspace/data/abdomen/preprocessed/PA045_Spinal Cord.nrrd
PA031,0,107,/home/htang6/workspace/data/abdomen/preprocessed/PA031_Spinal Cord.nrrd
147,21,141,/home/htang6/workspace/data/abdomen/preprocessed/147_Spinal Cord.nrrd
126,87,210,/home/htang6/workspace/data/abdomen/preprocessed/126_Spinal Cord.nrrd
086,39,165,/home/htang6/workspace/data/abdomen/preprocessed/086_Spinal Cord.nrrd
148,67,195,/home/htang6/workspace/data/abdomen/preprocessed/148_Spinal Cord.nrrd
PA041,0,124,/home/htang6/workspace/data/abdomen/preprocessed/PA041_Spinal Cord.nrrd
142,3,139,/home/htang6/workspace/data/abdomen/preprocessed/142_Spinal Cord.nrrd
PA053,0,129,/home/htang6/workspace/data/abdomen/preprocessed/PA053_Spinal Cord.nrrd
125,0,132,/home/htang6/workspace/data/abdomen/preprocessed/125_Spinal Cord.nrrd
PA002,20,167,/home/htang6/workspace/data/abdomen/preprocessed/PA002_Spinal Cord.nrrd
PA054,13,152,/home/htang6/workspace/data/abdomen/preprocessed/PA054_Spinal Cord.nrrd
PA017,15,163,/home/htang6/workspace/data/abdomen/preprocessed/PA017_Spinal Cord.nrrd
PA006,15,147,/home/htang6/workspace/data/abdomen/preprocessed/PA006_Spinal Cord.nrrd
PA056,4,145,/home/htang6/workspace/data/abdomen/preprocessed/PA056_Spinal Cord.nrrd
PA028,0,141,/home/htang6/workspace/data/abdomen/preprocessed/PA028_Spinal Cord.nrrd
PA020,43,180,/home/htang6/workspace/data/abdomen/preprocessed/PA020_Spinal Cord.nrrd
122,39,182,/home/htang6/workspace/data/abdomen/preprocessed/122_Spinal Cord.nrrd
PA021,0,116,/home/htang6/workspace/data/abdomen/preprocessed/PA021_Spinal Cord.nrrd
PA014,3,123,/home/htang6/workspace/data/abdomen/preprocessed/PA014_Spinal Cord.nrrd
143,92,231,/home/htang6/workspace/data/abdomen/preprocessed/143_Spinal Cord.nrrd
PA015,14,130,/home/htang6/workspace/data/abdomen/preprocessed/PA015_Spinal Cord.nrrd
119,0,130,/home/htang6/workspace/data/abdomen/preprocessed/119_Spinal Cord.nrrd
085,100,212,/home/htang6/workspace/data/abdomen/preprocessed/085_Spinal Cord.nrrd
133,0,124,/home/htang6/workspace/data/abdomen/preprocessed/133_Spinal Cord.nrrd
132,112,238,/home/htang6/workspace/data/abdomen/preprocessed/132_Spinal Cord.nrrd
PA009,67,200,/home/htang6/workspace/data/abdomen/preprocessed/PA009_Spinal Cord.nrrd
110,86,189,/home/htang6/workspace/data/abdomen/preprocessed/110_Spinal Cord.nrrd
103,0,127,/home/htang6/workspace/data/abdomen/preprocessed/103_Spinal Cord.nrrd
117,102,202,/home/htang6/workspace/data/abdomen/preprocessed/117_Spinal Cord.nrrd
090,42,160,/home/htang6/workspace/data/abdomen/preprocessed/090_Spinal Cord.nrrd
136,88,196,/home/htang6/workspace/data/abdomen/preprocessed/136_Spinal Cord.nrrd
PA004,44,162,/home/htang6/workspace/data/abdomen/preprocessed/PA004_Spinal Cord.nrrd
091,0,121,/home/htang6/workspace/data/abdomen/preprocessed/091_Spinal Cord.nrrd
137,0,136,/home/htang6/workspace/data/abdomen/preprocessed/137_Spinal Cord.nrrd
PA008,0,62,/home/htang6/workspace/data/abdomen/preprocessed/PA008_Spinal Cord.nrrd
PA007,0,130,/home/htang6/workspace/data/abdomen/preprocessed/PA007_Spinal Cord.nrrd
141,8,142,/home/htang6/workspace/data/abdomen/preprocessed/141_Spinal Cord.nrrd
PA018,0,116,/home/htang6/workspace/data/abdomen/preprocessed/PA018_Spinal Cord.nrrd
PA026,24,106,/home/htang6/workspace/data/abdomen/preprocessed/PA026_Spinal Cord.nrrd
131,0,132,/home/htang6/workspace/data/abdomen/preprocessed/131_Spinal Cord.nrrd
PA035,184,330,/home/htang6/workspace/data/abdomen/preprocessed/PA035_Spinal Cord.nrrd
PA030,49,138,/home/htang6/workspace/data/abdomen/preprocessed/PA030_Spinal Cord.nrrd
PA037,93,224,/home/htang6/workspace/data/abdomen/preprocessed/PA037_Spinal Cord.nrrd
121,0,133,/home/htang6/workspace/data/abdomen/preprocessed/121_Spinal Cord.nrrd
092,103,216,/home/htang6/workspace/data/abdomen/preprocessed/092_Spinal Cord.nrrd
105,93,191,/home/htang6/workspace/data/abdomen/preprocessed/105_Spinal Cord.nrrd
PA051,31,149,/home/htang6/workspace/data/abdomen/preprocessed/PA051_Spinal Cord.nrrd
087,8,134,/home/htang6/workspace/data/abdomen/preprocessed/087_Spinal Cord.nrrd
PA042,8,111,/home/htang6/workspace/data/abdomen/preprocessed/PA042_Spinal Cord.nrrd
108,99,190,/home/htang6/workspace/data/abdomen/preprocessed/108_Spinal Cord.nrrd
PA013,4,134,/home/htang6/workspace/data/abdomen/preprocessed/PA013_Spinal Cord.nrrd
106,92,193,/home/htang6/workspace/data/abdomen/preprocessed/106_Spinal Cord.nrrd
116,90,199,/home/htang6/workspace/data/abdomen/preprocessed/116_Spinal Cord.nrrd
140,84,213,/home/htang6/workspace/data/abdomen/preprocessed/140_Spinal Cord.nrrd
113,77,207,/home/htang6/workspace/data/abdomen/preprocessed/113_Spinal Cord.nrrd
PA043,14,140,/home/htang6/workspace/data/abdomen/preprocessed/PA043_Spinal Cord.nrrd
PA046,0,176,/home/htang6/workspace/data/abdomen/preprocessed/PA046_Spinal Cord.nrrd
PA027,31,137,/home/htang6/workspace/data/abdomen/preprocessed/PA027_Spinal Cord.nrrd
PA024,21,157,/home/htang6/workspace/data/abdomen/preprocessed/PA024_Spinal Cord.nrrd
097,0,130,/home/htang6/workspace/data/abdomen/preprocessed/097_Spinal Cord.nrrd
138,5,129,/home/htang6/workspace/data/abdomen/preprocessed/138_Spinal Cord.nrrd
PA010,0,182,/home/htang6/workspace/data/abdomen/preprocessed/PA010_Spinal Cord.nrrd
112,88,175,/home/htang6/workspace/data/abdomen/preprocessed/112_Spinal Cord.nrrd
PA012,0,122,/home/htang6/workspace/data/abdomen/preprocessed/PA012_Spinal Cord.nrrd
PA048,20,156,/home/htang6/workspace/data/abdomen/preprocessed/PA048_Spinal Cord.nrrd
PA049,31,158,/home/htang6/workspace/data/abdomen/preprocessed/PA049_Spinal Cord.nrrd
PA058,0,134,/home/htang6/workspace/data/abdomen/preprocessed/PA058_Spinal Cord.nrrd
124,22,136,/home/htang6/workspace/data/abdomen/preprocessed/124_Spinal Cord.nrrd
PA025,0,131,/home/htang6/workspace/data/abdomen/preprocessed/PA025_Spinal Cord.nrrd
115,0,116,/home/htang6/workspace/data/abdomen/preprocessed/115_Spinal Cord.nrrd
PA052,0,118,/home/htang6/workspace/data/abdomen/preprocessed/PA052_Spinal Cord.nrrd
PA029,0,115,/home/htang6/workspace/data/abdomen/preprocessed/PA029_Spinal Cord.nrrd
PA005,0,113,/home/htang6/workspace/data/abdomen/preprocessed/PA005_Spinal Cord.nrrd
114,103,213,/home/htang6/workspace/data/abdomen/preprocessed/114_Spinal Cord.nrrd
PA040,17,154,/home/htang6/workspace/data/abdomen/preprocessed/PA040_Spinal Cord.nrrd
127,95,196,/home/htang6/workspace/data/abdomen/preprocessed/127_Spinal Cord.nrrd
088,90,202,/home/htang6/workspace/data/abdomen/preprocessed/088_Spinal Cord.nrrd
095,96,210,/home/htang6/workspace/data/abdomen/preprocessed/095_Spinal Cord.nrrd
PA022,33,159,/home/htang6/workspace/data/abdomen/preprocessed/PA022_Spinal Cord.nrrd
089,103,194,/home/htang6/workspace/data/abdomen/preprocessed/089_Spinal Cord.nrrd
098,0,124,/home/htang6/workspace/data/abdomen/preprocessed/098_Spinal Cord.nrrd
